fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
febd2dd6-fe8f-46e0-94d0-73fcf1649649,1f0ccb3b-09bd-4d47-94dd-987298afb70a,73e4307e-1b4d-4837-b75f-bd12b5e09bdb,1,1,,-22.97455,-43.32918,POINT (-43.32918 -22.97455),376214,2015-05-05 15:48:04 UTC,2015-05-05T10:19:52.000+00:00,8.047546012,2015:05:05,"13.0,19.0,56.36",10,229.7457045,T,"22.0,58.0,28.37",S,"43.0,19.0,45.04",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
ec67d101-5aba-48e4-abda-d8dd081cae0d,0be8987a-0f52-4ea5-a302-7565767d6305,fd5cddca-121b-46d6-a548-85147fab7ce9,1,1,,-22.9746,-43.32916,POINT (-43.32916 -22.9746),309530,2015-05-05 15:48:31 UTC,2015-05-05T10:25:16.000+00:00,1.868499701,2015:05:05,"13.0,25.0,30.34",10,282.1094527,T,"22.0,58.0,28.57",S,"43.0,19.0,44.97",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
09f1c9f0-95ef-4d8d-81f9-dcfc4fc7e7d8,0be8987a-0f52-4ea5-a302-7565767d6305,fd5cddca-121b-46d6-a548-85147fab7ce9,1,1,,-22.9746,-43.32912,POINT (-43.32912 -22.9746),368136,2015-05-05 15:48:44 UTC,2015-05-05T10:25:38.000+00:00,2.151824818,2015:05:05,"13.0,25.0,40.19",10,37.62165605,T,"22.0,58.0,28.56",S,"43.0,19.0,44.83",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
67ef2e73-87bb-427e-942f-57f58799e848,0be8987a-0f52-4ea5-a302-7565767d6305,fd5cddca-121b-46d6-a548-85147fab7ce9,1,1,,-22.9746,-43.32912,POINT (-43.32912 -22.9746),340368,2015-05-05 15:49:08 UTC,2015-05-05T10:25:46.000+00:00,1.80313093,2015:05:05,"13.0,25.0,48.18",10,103.5452055,T,"22.0,58.0,28.56",S,"43.0,19.0,44.83",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
c1ed91e5-800c-46a8-9c31-89478c0fe4cd,0be8987a-0f52-4ea5-a302-7565767d6305,fd5cddca-121b-46d6-a548-85147fab7ce9,1,1,,-22.97453,-43.32902,POINT (-43.32902 -22.97453),319802,2015-05-05 15:49:15 UTC,2015-05-05T10:26:05.000+00:00,10.72970562,2015:05:05,"13.0,26.0,6.17",10,41.36926148,T,"22.0,58.0,28.3",S,"43.0,19.0,44.46",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
8d07b40d-40b3-486f-9295-121f1bcd14ff,0be8987a-0f52-4ea5-a302-7565767d6305,fd5cddca-121b-46d6-a548-85147fab7ce9,1,1,,-22.97447,-43.32889,POINT (-43.32889 -22.97447),313953,2015-05-05 15:49:25 UTC,2015-05-05T10:26:27.000+00:00,8.919585987,2015:05:05,"13.0,26.0,28.26",10,355.008,T,"22.0,58.0,28.08",S,"43.0,19.0,44.01",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
84ac45f3-6f2b-4b66-b292-7156a45c222b,0b1dd77b-409c-418b-b0bd-c4d2b5d872ac,2bda7694-5ad0-4454-9d26-2c9e9ca13915,1,1,,-22.97426,-43.32896,POINT (-43.32896 -22.97426),302659,2015-05-05 15:49:34 UTC,2015-05-05T10:32:11.000+00:00,8.958984375,2015:05:05,"13.0,32.0,11.17",10,108.5203426,T,"22.0,58.0,27.32",S,"43.0,19.0,44.24",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
38872351-b77f-4cbc-9d32-88b12c96e606,0b1dd77b-409c-418b-b0bd-c4d2b5d872ac,2bda7694-5ad0-4454-9d26-2c9e9ca13915,1,1,,-22.97425,-43.32895,POINT (-43.32895 -22.97425),208618,2015-05-05 15:49:47 UTC,2015-05-05T10:32:19.000+00:00,5.331299041,2015:05:05,"13.0,32.0,20.17",10,291.1036269,T,"22.0,58.0,27.3",S,"43.0,19.0,44.23",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
45754b0d-f1db-458f-a198-fae98200c19d,0b1dd77b-409c-418b-b0bd-c4d2b5d872ac,2bda7694-5ad0-4454-9d26-2c9e9ca13915,1,1,,-22.97432,-43.32918,POINT (-43.32918 -22.97432),177219,2015-05-05 15:49:53 UTC,2015-05-05T10:32:50.000+00:00,4.602386635,2015:05:05,"13.0,32.0,56.39",10,247.4966443,T,"22.0,58.0,27.56",S,"43.0,19.0,45.05",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
50e63d99-30c6-45cf-92ab-dbe9db7bba66,9816b41f-17a9-44b3-abec-629fdbc3bc33,7669e004-a833-43c0-9873-15752e64d008,1,1,,-22.97476,-43.32881,POINT (-43.32881 -22.97476),352432,2015-05-05 15:50:11 UTC,2015-05-05T10:39:26.000+00:00,13.16314779,2015:05:05,"13.0,39.0,26.17",10,164.5745856,T,"22.0,58.0,29.15",S,"43.0,19.0,43.72",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
e0fb05c6-fba0-4e3b-b937-13b173a562b3,9816b41f-17a9-44b3-abec-629fdbc3bc33,7669e004-a833-43c0-9873-15752e64d008,1,1,,-22.97474,-43.32888,POINT (-43.32888 -22.97474),369080,2015-05-05 15:50:26 UTC,2015-05-05T10:39:37.000+00:00,19.70568928,2015:05:05,"13.0,39.0,38.24",10,172.6999664,T,"22.0,58.0,29.08",S,"43.0,19.0,43.97",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
c17e3c6c-5223-4327-ae6f-303bea1d187c,9816b41f-17a9-44b3-abec-629fdbc3bc33,7669e004-a833-43c0-9873-15752e64d008,1,1,,-22.97473,-43.32897,POINT (-43.32897 -22.97473),224572,2015-05-05 15:51:03 UTC,2015-05-05T10:39:49.000+00:00,25.22424242,2015:05:05,"13.0,39.0,51.22",10,212.2331839,T,"22.0,58.0,29.02",S,"43.0,19.0,44.3",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
33591a33-5ab8-4f77-a4ac-420115217a72,9816b41f-17a9-44b3-abec-629fdbc3bc33,7669e004-a833-43c0-9873-15752e64d008,1,1,,-22.97473,-43.32897,POINT (-43.32897 -22.97473),388814,2015-05-05 15:51:28 UTC,2015-05-05T10:40:17.000+00:00,25.43267776,2015:05:05,"13.0,40.0,4.17",10,255.7349727,T,"22.0,58.0,29.02",S,"43.0,19.0,44.3",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
f20f0c71-8bd2-4fd9-ac20-cc3053495fa6,fb376306-ec2f-4b82-aefd-7457832b65aa,20b8dea5-a712-44fa-b4c8-f9693cd97b66,1,1,,-22.97386,-43.32909,POINT (-43.32909 -22.97386),325805,2015-05-05 15:59:48 UTC,2015-05-05T10:58:26.000+00:00,5.152801358,2015:05:05,"13.0,58.0,28.18",5,45.19066937,T,"22.0,58.0,25.9",S,"43.0,19.0,44.74",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
7396aef6-1491-4466-818b-12b35507ecd9,fb376306-ec2f-4b82-aefd-7457832b65aa,20b8dea5-a712-44fa-b4c8-f9693cd97b66,1,1,,-22.97408,-43.3294,POINT (-43.3294 -22.97408),212045,2015-05-05 15:59:53 UTC,2015-05-05T10:59:26.000+00:00,4.667297383,2015:05:05,"13.0,59.0,30.39",5,218.5479452,T,"22.0,58.0,26.7",S,"43.0,19.0,45.83",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
d0bf37af-8e7a-42e7-8557-2c1f5db3c255,fb376306-ec2f-4b82-aefd-7457832b65aa,20b8dea5-a712-44fa-b4c8-f9693cd97b66,1,1,,-22.97409,-43.32941,POINT (-43.32941 -22.97409),210036,2015-05-05 15:59:57 UTC,2015-05-05T10:59:37.000+00:00,4.230377166,2015:05:05,"13.0,59.0,38.17",5,166.2626728,T,"22.0,58.0,26.72",S,"43.0,19.0,45.86",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
3c949c10-91d0-4f5b-b1ef-a1193ed5cdf6,fb376306-ec2f-4b82-aefd-7457832b65aa,20b8dea5-a712-44fa-b4c8-f9693cd97b66,1,1,,-22.97396,-43.32912,POINT (-43.32912 -22.97396),333169,2015-05-05 16:00:08 UTC,2015-05-05T11:05:28.000+00:00,8.781433608,2015:05:05,"14.0,5.0,29.33",10,118.1597222,T,"22.0,58.0,26.27",S,"43.0,19.0,44.84",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
c392615e-1435-4b39-926b-b7204047f031,36cea906-a728-400c-aae9-6d561c9ecaa5,f4171047-905a-4438-86c2-1e956d998318,1,1,,-22.97278,-43.32997,POINT (-43.32997 -22.97278),276614,2015-05-05 15:52:40 UTC,2015-05-05T11:12:01.000+00:00,9.611388611,2015:05:05,"14.0,12.0,9.45",5,102.4765625,T,"22.0,58.0,22.0",S,"43.0,19.0,47.91",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
