fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
8ade8035-fa16-4b75-9cb2-18ca7d452958,75609423-442f-4ecc-8f64-5bf909772948,fdbc6152-1872-4c5f-b4c6-2ea66122f0da,1,1,,40.7189,-73.95179,POINT (-73.95179 40.7189),158336,2015-04-30 15:41:50 UTC,2015-04-30T11:40:18.000+00:00,2.73062122,2015:04:30,"15.0,40.0,19.18",30,28.04421769,T,"40.0,43.0,8.04",N,"73.0,57.0,6.45",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
8ade8035-fa16-4b75-9cb2-18ca7d452958,2b1f2058-2ba4-4dd5-85fb-120e4f658779,fdbc6152-1872-4c5f-b4c6-2ea66122f0da,2,1,,40.7189,-73.95179,POINT (-73.95179 40.7189),158336,2015-04-30 15:41:50 UTC,2015-04-30T11:40:18.000+00:00,2.73062122,2015:04:30,"15.0,40.0,19.18",30,28.04421769,T,"40.0,43.0,8.04",N,"73.0,57.0,6.45",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
8ade8035-fa16-4b75-9cb2-18ca7d452958,ce3dece9-530b-49dd-b645-7e18f1d22fc7,fdbc6152-1872-4c5f-b4c6-2ea66122f0da,3,1,,40.7189,-73.95179,POINT (-73.95179 40.7189),158336,2015-04-30 15:41:50 UTC,2015-04-30T11:40:18.000+00:00,2.73062122,2015:04:30,"15.0,40.0,19.18",30,28.04421769,T,"40.0,43.0,8.04",N,"73.0,57.0,6.45",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
a411e514-40bc-44ce-b730-1be41b59de52,f7339164-c8f6-4170-903e-2294ebfb5ee4,69cf885b-b417-4f0d-ae4f-b3deb2afb08a,1,1,,40.71911,-73.95201,POINT (-73.95201 40.71911),182879,2015-04-30 16:28:48 UTC,2015-04-30T12:28:03.000+00:00,5.597991968,2015:04:30,"16.0,28.0,4.16",30,216.3624161,T,"40.0,43.0,8.79",N,"73.0,57.0,7.22",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
8d9fbdaf-bc55-4d46-87e6-9be904d5be02,9a16856b-0de8-4ecf-a1fc-81222209e658,19410171-bd3e-4360-9ec5-ada8013c7071,1,1,,40.71903,-73.95201,POINT (-73.95201 40.71903),204405,2015-05-01 19:13:55 UTC,2015-05-01T15:13:42.000+00:00,6.22610483,2015:05:01,"19.0,13.0,43.18",30,28.83479349,T,"40.0,43.0,8.5",N,"73.0,57.0,7.25",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
0efe3364-21d5-483f-852a-cf93edd09574,f7c5247e-4559-43fa-809a-f489458c2d79,a6386dc5-d69d-4a11-ac92-6fdb182ef3d9,1,1,,40.71897,-73.95198,POINT (-73.95198 40.71897),183595,2015-05-01 19:16:39 UTC,2015-05-01T15:15:57.000+00:00,3.378509197,2015:05:01,"19.0,15.0,59.13",30,29.27664975,T,"40.0,43.0,8.3",N,"73.0,57.0,7.13",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
dc7aebfe-5a00-4445-8962-58a8a1204100,f7c5247e-4559-43fa-809a-f489458c2d79,a6386dc5-d69d-4a11-ac92-6fdb182ef3d9,1,1,,40.71905,-73.95204,POINT (-73.95204 40.71905),160642,2015-05-01 19:16:42 UTC,2015-05-01T15:16:04.000+00:00,3.984283513,2015:05:01,"19.0,16.0,5.12",10,28.18091451,T,"40.0,43.0,8.59",N,"73.0,57.0,7.36",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
3af90c20-f837-4bcd-9353-7c5fb91fcfb4,f7c5247e-4559-43fa-809a-f489458c2d79,a6386dc5-d69d-4a11-ac92-6fdb182ef3d9,1,1,,40.71906,-73.95204,POINT (-73.95204 40.71906),158711,2015-05-01 19:16:48 UTC,2015-05-01T15:16:12.000+00:00,3.881530537,2015:05:01,"19.0,16.0,13.11",10,336.6401099,T,"40.0,43.0,8.61",N,"73.0,57.0,7.33",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
B864C86A-9945-4861-AF3B-4E113694A120,1d4ed411-6798-4e3f-b05c-b2be55069fe6,3f061b73-966c-4f42-a7d4-8c0d05f3ec95,1,1,,40.84383,-73.94259,POINT (-73.94259 40.84383),336640,2015-05-01 20:40:35 UTC,,56.37991266,2015:05:01,"19.0,44.0,46.08",10,29.44315545,T,"40.0,50.0,37.77",N,"73.0,56.0,33.32",W,,,,810,1080,,,
E40DD73B-3F4A-4F4A-9302-DDC14F3F0695,1d4ed411-6798-4e3f-b05c-b2be55069fe6,3f061b73-966c-4f42-a7d4-8c0d05f3ec95,1,1,,40.84378,-73.94236,POINT (-73.94236 40.84378),285233,2015-05-01 20:40:38 UTC,,55.65823367,2015:05:01,"19.0,45.0,15.2",10,1.213615424,T,"40.0,50.0,37.59",N,"73.0,56.0,32.48",W,,,,810,1080,,,
49C0B38B-A518-4A61-9231-97C2515942A1,1d4ed411-6798-4e3f-b05c-b2be55069fe6,3f061b73-966c-4f42-a7d4-8c0d05f3ec95,1,1,,40.84351,-73.94173,POINT (-73.94173 40.84351),307795,2015-05-01 20:40:41 UTC,,55.60330579,2015:05:01,"19.0,46.0,47.07",5,318.3707865,T,"40.0,50.0,36.63",N,"73.0,56.0,30.22",W,,,,810,1080,,,
20EFA60A-90B7-4D13-864B-02C828F84F38,e0542da3-840b-4df8-b8f1-97fdf850d88e,b6aecddb-ad62-43e2-be16-2c2ac7f34cfc,1,1,,40.84267,-73.9431,POINT (-73.9431 40.84267),379006,2015-05-01 20:40:27 UTC,,49.41684211,2015:05:01,"19.0,41.0,16.13",10,53.37147595,T,"40.0,50.0,33.6",N,"73.0,56.0,35.15",W,,,,1080,810,,,
D5319D88-3801-4C0D-8361-52E99D98577C,e0542da3-840b-4df8-b8f1-97fdf850d88e,b6aecddb-ad62-43e2-be16-2c2ac7f34cfc,1,1,,40.84267,-73.94309,POINT (-73.94309 40.84267),321737,2015-05-01 20:40:30 UTC,,48.27664399,2015:05:01,"19.0,41.0,33.22",10,111.3982495,T,"40.0,50.0,33.6",N,"73.0,56.0,35.12",W,,,,810,1080,,,
562698EE-2A95-4AEC-8029-245A0987FD32,e0542da3-840b-4df8-b8f1-97fdf850d88e,b6aecddb-ad62-43e2-be16-2c2ac7f34cfc,1,1,,40.84267,-73.94309,POINT (-73.94309 40.84267),319029,2015-05-01 20:40:32 UTC,,49.49343832,2015:05:01,"19.0,41.0,57.07",10,52.52942662,T,"40.0,50.0,33.6",N,"73.0,56.0,35.12",W,,,,810,1080,,,
FDB0CDCD-A02A-49B1-BAA1-1D21482890BA,082d4b38-a5eb-4b93-8cb5-3372ebd2a830,98956326-b8c0-4d3b-ad55-bef2cb4e861f,1,1,,40.84318,-73.941,POINT (-73.941 40.84318),359762,2015-05-01 20:40:44 UTC,,54.29989551,2015:05:01,"19.0,48.0,33.09",10,141.2101911,T,"40.0,50.0,35.45",N,"73.0,56.0,27.59",W,,,,810,1080,,,
63F3EA21-3A79-4058-A135-085BEBC56E60,082d4b38-a5eb-4b93-8cb5-3372ebd2a830,98956326-b8c0-4d3b-ad55-bef2cb4e861f,1,1,,40.84282,-73.94039,POINT (-73.94039 40.84282),324974,2015-05-01 20:40:46 UTC,,54.39401496,2015:05:01,"19.0,49.0,32.06",10,339.6258503,T,"40.0,50.0,34.16",N,"73.0,56.0,25.42",W,,,,810,1080,,,
1447919A-EC11-4E39-A163-560868315394,082d4b38-a5eb-4b93-8cb5-3372ebd2a830,98956326-b8c0-4d3b-ad55-bef2cb4e861f,1,1,,40.84281,-73.94039,POINT (-73.94039 40.84281),268422,2015-05-01 20:40:51 UTC,,54.84579439,2015:05:01,"19.0,49.0,38.13",10,346.2481203,T,"40.0,50.0,34.1",N,"73.0,56.0,25.4",W,,,,810,1080,,,
39E1A2A9-C353-42C8-992B-C3661E0B0586,15503604-ca14-4564-9b7c-86808f7c788b,39f458d9-42e7-43c2-adfe-51bdf094f536,1,1,,40.84321,-73.93948,POINT (-73.93948 40.84321),322630,2015-05-01 20:40:54 UTC,,57.71267606,2015:05:01,"19.0,51.0,55.08",10,145.0545809,T,"40.0,50.0,35.57",N,"73.0,56.0,22.11",W,,,,810,1080,,,
93C0326E-E849-4572-B85B-F2536CBE8D2D,15503604-ca14-4564-9b7c-86808f7c788b,39f458d9-42e7-43c2-adfe-51bdf094f536,1,1,,40.84321,-73.93948,POINT (-73.93948 40.84321),329836,2015-05-01 20:40:57 UTC,,57.38736264,2015:05:01,"19.0,52.0,2.09",10,147.9618056,T,"40.0,50.0,35.57",N,"73.0,56.0,22.11",W,,,,810,1080,,,
4950E2A6-705C-4472-B78A-DA86E8041097,15503604-ca14-4564-9b7c-86808f7c788b,39f458d9-42e7-43c2-adfe-51bdf094f536,1,1,,40.84321,-73.93948,POINT (-73.93948 40.84321),322150,2015-05-01 20:40:58 UTC,,57.79111111,2015:05:01,"19.0,52.0,7.33",10,125.5801887,T,"40.0,50.0,35.57",N,"73.0,56.0,22.11",W,,,,810,1080,,,
31B65ECA-9C3A-4598-B3B8-5080C112FC5B,15503604-ca14-4564-9b7c-86808f7c788b,39f458d9-42e7-43c2-adfe-51bdf094f536,1,1,,40.84324,-73.93941,POINT (-73.93941 40.84324),301837,2015-05-01 20:41:01 UTC,,58.6446281,2015:05:01,"19.0,52.0,15.1",10,141.7477064,T,"40.0,50.0,35.65",N,"73.0,56.0,21.87",W,,,,810,1080,,,
C9885697-84F6-44E1-BFB9-AD7F0D6B90E5,15503604-ca14-4564-9b7c-86808f7c788b,39f458d9-42e7-43c2-adfe-51bdf094f536,1,1,,40.84324,-73.93941,POINT (-73.93941 40.84324),288231,2015-05-01 20:41:02 UTC,,58.39987163,2015:05:01,"19.0,52.0,22.07",10,138.8947602,T,"40.0,50.0,35.65",N,"73.0,56.0,21.87",W,,,,810,1080,,,
C6A5A1DA-F32F-47C2-8AC6-BA3AA5AE53B7,15503604-ca14-4564-9b7c-86808f7c788b,39f458d9-42e7-43c2-adfe-51bdf094f536,1,1,,40.84324,-73.93941,POINT (-73.93941 40.84324),281379,2015-05-01 20:41:04 UTC,,58.41677943,2015:05:01,"19.0,52.0,30.2",10,137.1504425,T,"40.0,50.0,35.65",N,"73.0,56.0,21.87",W,,,,810,1080,,,
ca59dab3-0725-4f75-be66-68ec21a265ce,77b3f59b-581d-47cc-b6a8-0c17ef299f6f,f5a40bde-f046-4197-abd6-dbb23d000555,1,1,,0,0,POINT (0.0 0.0),293435,2015-05-04 14:58:51 UTC,,,,,,,,,,,,,,TopLeft,807,1080,,,
c4d7417f-11b3-4793-90e5-d183038f1e56,77b3f59b-581d-47cc-b6a8-0c17ef299f6f,f5a40bde-f046-4197-abd6-dbb23d000555,1,1,,40.7186,-73.95197,POINT (-73.95197 40.7186),241626,2015-05-04 14:58:53 UTC,2015-05-04T10:58:36.000+00:00,6.313021703,2015:05:04,"14.0,58.0,30.63",65,345.5950413,T,"40.0,43.0,6.96",N,"73.0,57.0,7.08",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
74f82ce1-b60b-460f-a8bf-ce273c08c8cb,77b3f59b-581d-47cc-b6a8-0c17ef299f6f,f5a40bde-f046-4197-abd6-dbb23d000555,1,1,,40.7186,-73.95197,POINT (-73.95197 40.7186),225370,2015-05-04 14:58:55 UTC,2015-05-04T10:58:42.000+00:00,6.313021703,2015:05:04,"14.0,58.0,30.63",65,61.50566893,T,"40.0,43.0,6.96",N,"73.0,57.0,7.08",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
C2488505-9FED-4464-B6E3-B5588627C8D6,dfc1ae7c-9ff3-45be-99d9-6ea7b43d5e32,e433d26a-1334-4396-b7cb-3e323f6cc700,1,1,,-22.98661,-43.22592,POINT (-43.22592 -22.98661),142266,2015-05-04 15:15:16 UTC,,15.76617647,2015:05:04,"15.0,11.0,6.61",65,82.36003172,T,"22.0,59.0,11.8",S,"43.0,13.0,33.33",W,,,,810,1080,,,
2C9FFDB1-1345-492C-9477-8E16E5F4EE8C,dfc1ae7c-9ff3-45be-99d9-6ea7b43d5e32,e433d26a-1334-4396-b7cb-3e323f6cc700,1,1,,-22.98671,-43.22592,POINT (-43.22592 -22.98671),388905,2015-05-04 15:15:27 UTC,,15.50562701,2015:05:04,"15.0,11.0,59.42",65,45.63972286,T,"22.0,59.0,12.17",S,"43.0,13.0,33.31",W,,,,810,1080,,,
5E44C174-1325-45E5-9AED-3417A5E1CE97,dfc1ae7c-9ff3-45be-99d9-6ea7b43d5e32,e433d26a-1334-4396-b7cb-3e323f6cc700,1,1,,-22.98651,-43.22603,POINT (-43.22603 -22.98651),192383,2015-05-04 15:15:35 UTC,,16.38520214,2015:05:04,"15.0,12.0,31.84",65,176.3079268,T,"22.0,59.0,11.45",S,"43.0,13.0,33.7",W,,,,810,1080,,,
9908fe20-b4b2-4ce7-89e8-48f5dfd79c04,6d857279-18e7-49d4-8e6e-104ba094c30e,21a20693-d073-4dc7-b23c-e38900bf29b9,1,1,,-22.97429,-43.329,POINT (-43.329 -22.97429),363759,2015-05-05 15:46:57 UTC,2015-05-05T10:03:09.000+00:00,21.78924731,2015:05:05,"13.0,3.0,16.38",5,183.4395161,T,"22.0,58.0,27.43",S,"43.0,19.0,44.41",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
b0f72f52-920a-471b-9daa-ee58f412b9f8,6d857279-18e7-49d4-8e6e-104ba094c30e,21a20693-d073-4dc7-b23c-e38900bf29b9,1,1,,-22.97427,-43.32903,POINT (-43.32903 -22.97427),376125,2015-05-05 15:47:04 UTC,2015-05-05T10:03:26.000+00:00,21.47094801,2015:05:05,"13.0,3.0,32.19",5,200.7701613,T,"22.0,58.0,27.39",S,"43.0,19.0,44.51",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
f2c3eb9c-68a7-4a82-b555-806b8fa16a9b,6d857279-18e7-49d4-8e6e-104ba094c30e,21a20693-d073-4dc7-b23c-e38900bf29b9,1,1,,-22.97425,-43.32902,POINT (-43.32902 -22.97425),316300,2015-05-05 15:47:11 UTC,2015-05-05T10:03:40.000+00:00,17.34735202,2015:05:05,"13.0,3.0,43.21",5,243.9246575,T,"22.0,58.0,27.3",S,"43.0,19.0,44.47",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
d75ff9e1-b321-4868-8cf4-f885d13087b9,6d857279-18e7-49d4-8e6e-104ba094c30e,21a20693-d073-4dc7-b23c-e38900bf29b9,1,1,,-22.97433,-43.32917,POINT (-43.32917 -22.97433),228323,2015-05-05 15:47:20 UTC,2015-05-05T10:05:22.000+00:00,4.094787609,2015:05:05,"13.0,5.0,23.31",5,108.1971831,T,"22.0,58.0,27.6",S,"43.0,19.0,45.02",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
66a60996-566b-4d82-adab-f7ca4694f1d7,1f0ccb3b-09bd-4d47-94dd-987298afb70a,73e4307e-1b4d-4837-b75f-bd12b5e09bdb,1,1,,-22.97445,-43.3287,POINT (-43.3287 -22.97445),426611,2015-05-05 15:47:31 UTC,2015-05-05T10:17:58.000+00:00,21.53814714,2015:05:05,"13.0,18.0,1.12",10,171.4847162,T,"22.0,58.0,28.02",S,"43.0,19.0,43.33",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
4bc7cb99-1f95-4549-8352-aa0b8bf1a4c4,1f0ccb3b-09bd-4d47-94dd-987298afb70a,73e4307e-1b4d-4837-b75f-bd12b5e09bdb,1,1,,-22.97443,-43.32876,POINT (-43.32876 -22.97443),299856,2015-05-05 15:47:39 UTC,2015-05-05T10:18:10.000+00:00,20.60089021,2015:05:05,"13.0,18.0,11.15",10,196.2202899,T,"22.0,58.0,27.93",S,"43.0,19.0,43.54",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
c2fd918e-21c8-4e2a-b540-4df532f24167,1f0ccb3b-09bd-4d47-94dd-987298afb70a,73e4307e-1b4d-4837-b75f-bd12b5e09bdb,1,1,,-22.97452,-43.32899,POINT (-43.32899 -22.97452),327287,2015-05-05 15:47:48 UTC,2015-05-05T10:19:26.000+00:00,11.84835779,2015:05:05,"13.0,19.0,27.16",10,252.0741758,T,"22.0,58.0,28.27",S,"43.0,19.0,44.36",W,Apple,"iPhone6,1",,810,1080,"iOS 8.3, Fulcrum 2.8.1 (2310)",72,72
